gene_id,Stat3null_ESC_2iLIF_1,Stat3null_ESC_2iLIF_2,Stat3null_EpiSC_2,Stat3null_EpiSC_6,WT_ESC_2iLIF_1,WT_ESC_2iLIF_2,WT_ESC_2i_1,WT_ESC_2i_2,WT_EpiSC_13,WT_EpiSC_8
ENSMUSG00000051951.5|Xkr4,44,32,518,961,4,5,52,33,1384,1023
ENSMUSG00000107856.1|Gm7838,3,0,0,0,0,0,0,0,0,0
ENSMUSG00000107747.1|Gm5881,38,45,67,87,56,60,40,71,59,75
ENSMUSG00000059187.12|Fam19a1,7,8,0,0,12,12,6,0,18,6
ENSMUSG00000072878.4|1700123L14Rik,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065239.1|Gm22971,0,0,0,0,0,3,0,0,0,0
ENSMUSG00000077598.1|Gm26011,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000046500.8|Fam19a4,116,100,124,124,536,483,145,210,296,230
ENSMUSG00000035245.12|Eogt,1037,898,933,1460,1465,1715,1032,1002,2050,1674
ENSMUSG00000107502.1|Gm44065,0,3,32,24,21,19,5,0,70,40
ENSMUSG00000030059.15|Tmf1,1884,2619,2343,3691,2134,2363,2536,2209,4963,3786
ENSMUSG00000030061.16|Uba3,4190,4772,4759,6948,8818,9287,4050,3997,9762,8144
ENSMUSG00000065728.1|Gm26175,2,3,40,12,4,6,2,1,25,11
ENSMUSG00000035199.6|Arl6ip5,1543,1223,1594,2406,3378,3133,1420,1551,3430,2869
ENSMUSG00000030064.16|Frmd4b,385,392,5265,6563,1204,801,1128,1217,7839,6747
ENSMUSG00000108185.1|Gm19653,0,0,5,28,0,0,0,0,32,16
ENSMUSG00000064724.1|Gm25852,0,0,7,6,0,0,0,0,8,7
ENSMUSG00000065017.1|Gm23510,0,0,10,5,0,0,0,0,10,5
ENSMUSG00000108093.1|Gm44102,0,0,108,95,0,0,0,0,116,53
ENSMUSG00000035158.15|Mitf,134,142,235,204,3606,3288,346,262,376,288
ENSMUSG00000083086.1|Gm15531,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000090667.2|Gm765,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000107902.1|Gm32592,10,0,0,0,4,0,0,0,0,0
ENSMUSG00000030067.17|Foxp1,2387,2636,5521,9700,2014,2376,2108,2242,8728,6144
ENSMUSG00000093559.1|Gm20705,0,0,7,8,5,7,0,0,43,18
ENSMUSG00000030068.4|Gm20696,1,1,49,65,10,2,3,0,131,91
ENSMUSG00000088699.1|Gm22328,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084547.1|Gm24936,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000107583.1|Gm44104,0,0,27,36,4,0,0,0,47,30
ENSMUSG00000105902.1|AC155839.1,1,1,1,1,1,1,1,1,1,1
ENSMUSG00000093661.1|Eif4e3,84,57,1181,1513,207,271,89,98,2102,1702
ENSMUSG00000072875.2|Gpr27,163,231,523,664,1289,1205,214,205,839,894
ENSMUSG00000030069.15|Prok2,6,0,0,6,12,0,20,4,0,0
ENSMUSG00000097548.1|Gm26748,0,0,0,0,0,4,0,0,0,0
ENSMUSG00000107713.1|Gm6681,11,5,52,19,14,10,6,3,34,31
ENSMUSG00000084319.3|Tpt1-ps3,7028,6212,3413,4683,8303,6393,5734,5712,6872,4617
ENSMUSG00000108151.1|Gm44290,4,0,0,0,3,10,0,0,0,0
ENSMUSG00000108269.1|Gm18422,7,10,289,368,4,0,2,4,834,494
ENSMUSG00000107461.1|Gm44045,0,0,343,445,0,0,0,0,870,434
ENSMUSG00000072872.3|Rybp,8970,10115,11240,17633,18469,19448,9611,9668,21855,18378
ENSMUSG00000107690.1|Gm44044,2,1,95,114,0,0,3,0,213,120
ENSMUSG00000108019.1|Gm44108,0,0,4,7,0,0,0,0,10,13
ENSMUSG00000035378.17|Shq1,1914,1885,954,1328,2618,2511,1633,1848,1728,1324
ENSMUSG00000079224.5|Gm6565,513,598,1662,2263,536,625,485,561,3177,2481
ENSMUSG00000108122.1|Gm44116,7,15,67,102,36,4,17,44,194,123
ENSMUSG00000030074.9|Gxylt2,25,63,126,307,87,41,182,163,709,419
ENSMUSG00000084157.2|Gm15576,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000107989.1|Gm19692,0,0,3,0,0,5,0,0,26,5
ENSMUSG00000052144.8|Ppp4r2,4897,5790,5155,8692,11221,11940,4955,5206,12975,8615
ENSMUSG00000108074.1|Gm43939,3,3,0,0,0,0,0,0,0,0
ENSMUSG00000108056.1|Gm43941,0,4,0,0,0,0,0,0,0,0
ENSMUSG00000107887.1|Gm43950,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000107427.1|Gm43948,0,0,4,7,21,0,0,0,29,7
ENSMUSG00000107954.1|Gm43942,0,0,6,6,4,0,2,0,23,13
ENSMUSG00000107806.1|Gm19726,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000035357.16|Pdzrn3,238,160,488,712,114,81,561,433,1830,1550
ENSMUSG00000097834.2|Gm26911,4,0,6,2,8,0,0,0,35,0
ENSMUSG00000108076.1|9530086O07Rik,0,0,7,14,0,8,0,0,25,4
ENSMUSG00000107448.1|Gm43947,0,0,3,5,0,0,0,0,62,21
ENSMUSG00000107720.1|Gm43946,0,0,3,7,3,0,0,0,39,26
ENSMUSG00000108067.1|Gm43953,4,0,13,37,5,12,0,0,73,41
ENSMUSG00000030075.10|Cntn3,24,12,175,213,40,44,37,11,233,207
ENSMUSG00000107563.2|Gm44188,0,0,0,8,0,0,8,0,0,3
ENSMUSG00000108092.1|Gm44189,1,1,1,9,6,0,1,0,2,5
ENSMUSG00000108294.1|Gm44429,20,20,90,73,31,20,32,15,89,69
ENSMUSG00000030077.11|Chl1,24,19,7,7,0,0,11,21,17,0
ENSMUSG00000107804.1|Gm44439,0,0,0,0,0,0,0,0,5,5
ENSMUSG00000107919.1|Gm7946,0,0,0,0,0,0,0,0,0,4
ENSMUSG00000107595.1|Gm44441,0,0,0,0,0,8,0,0,0,0
ENSMUSG00000088265.1|Gm24784,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000107823.1|Gm44436,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000107511.1|Gm44440,1,0,0,4,20,0,2,0,0,0
ENSMUSG00000107836.1|Gm5315,4,0,0,0,0,0,0,0,0,1
ENSMUSG00000064293.14|Cntn4,0,0,0,0,15,2,5,7,9,0
ENSMUSG00000005364.11|Il5ra,6,0,0,0,0,0,0,0,0,0
ENSMUSG00000013736.16|Trnt1,4681,4975,2773,4435,5724,6597,3702,3862,6232,4156
ENSMUSG00000005362.14|Crbn,1785,2132,2161,3350,3875,4048,1477,1444,4467,3441
ENSMUSG00000107981.1|Gm6064,8,0,0,0,0,0,0,0,0,0
ENSMUSG00000034648.9|Lrrn1,71,73,577,1042,119,67,61,144,1306,579
ENSMUSG00000034639.7|Setmar,160,148,267,463,237,421,294,202,486,317
ENSMUSG00000030101.15|Sumf1,1952,1845,518,906,1876,1966,1567,1713,1234,970
ENSMUSG00000091845.1|Gm4604,256,212,89,56,256,238,254,238,145,113
ENSMUSG00000030102.10|Itpr1,2404,2520,4366,7644,4090,4209,3039,3370,8827,5972
ENSMUSG00000098674.1|Gm27813,0,1,3,4,0,1,1,0,15,10
ENSMUSG00000108219.1|Gm44101,0,5,12,20,0,3,0,0,17,9
ENSMUSG00000105697.1|Mir7661,0,0,1,1,0,0,0,1,1,1
ENSMUSG00000107458.1|Gm44040,2,0,2,4,9,5,0,3,13,5
ENSMUSG00000043024.6|Gm16433,340,287,363,342,373,300,227,322,482,414
ENSMUSG00000102192.1|Gm38167,0,0,0,0,0,0,0,0,7,3
ENSMUSG00000090576.2|Gm17055,47,31,282,283,151,90,56,40,498,373
ENSMUSG00000087341.4|0610040F04Rik,16,27,12,20,53,77,49,23,63,12
ENSMUSG00000030103.11|Bhlhe40,2714,2334,7728,8325,6637,6473,2667,3149,13985,12632
ENSMUSG00000030105.8|Arl8b,4311,3987,6291,10038,7399,8112,3769,4301,14097,10189
ENSMUSG00000030104.9|Edem1,3624,3627,5377,8500,4191,3978,3326,3350,13055,8941
ENSMUSG00000107751.1|Gm44122,6,18,7,11,10,15,29,17,3,3
ENSMUSG00000092448.1|Gm20387,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000056755.13|Grm7,2,0,0,6,98,129,30,20,0,0
ENSMUSG00000092603.1|Gm20386,0,0,0,0,0,3,0,0,0,0
ENSMUSG00000044574.5|5031434C07Rik,0,0,4,0,0,0,0,0,0,4
ENSMUSG00000057604.9|Lmcd1,21,2,9,28,16,0,26,8,137,73
ENSMUSG00000107559.1|Gm44193,3,0,0,0,0,0,0,0,3,0
ENSMUSG00000034387.12|Ssu2,0,0,0,0,0,19,10,3,94,7
ENSMUSG00000049112.9|Oxtr,28,6,0,11,44,25,16,17,13,6
ENSMUSG00000083443.1|Gm15519,221,187,300,302,299,276,177,232,333,310
ENSMUSG00000029633.9|Gm5578,9,27,58,60,37,26,23,19,119,57
ENSMUSG00000030254.16|Rad18,1993,2133,2829,4187,4202,5095,1614,1541,5643,4354
ENSMUSG00000097579.1|Gm26799,0,2,0,0,0,8,0,0,12,0
ENSMUSG00000030257.16|Srgap3,869,766,612,1409,1273,1587,854,994,2062,1528
ENSMUSG00000108103.1|Gm44081,0,0,0,8,0,9,0,0,9,6
ENSMUSG00000077431.1|Gm22591,0,0,1,1,1,1,1,0,1,1
ENSMUSG00000086429.9|Gt(ROSA)26Sor,263,265,861,931,422,214,228,127,1811,1124
ENSMUSG00000034269.12|Setd5,10519,13418,31040,45917,14342,17543,12286,13110,63035,46953
ENSMUSG00000107455.1|Gm43868,8,6,66,75,4,6,8,4,135,105
ENSMUSG00000030264.14|Thumpd3,3970,4091,2217,2979,5946,6918,3567,3747,4643,3004
ENSMUSG00000042873.11|Lhfpl4,74,87,729,926,136,151,70,113,974,953
ENSMUSG00000030269.14|Mtmr14,4427,4016,2286,3708,4712,4874,4355,5150,5290,3823
ENSMUSG00000090194.1|Gm16161,0,8,25,24,0,7,0,0,61,34
ENSMUSG00000030270.11|Cpne9,120,71,108,130,204,195,99,178,211,83
ENSMUSG00000085012.1|Gm15492,0,3,20,15,10,6,7,0,47,37
ENSMUSG00000030271.14|Ogg1,681,806,331,447,2822,2481,807,946,567,468
ENSMUSG00000030272.15|Camk1,368,293,267,401,1634,1566,386,396,526,418
ENSMUSG00000107812.1|Gm43935,14,18,0,5,9,0,10,0,13,6
ENSMUSG00000001632.16|Brpf1,5093,5317,5968,8326,7078,7893,4965,4517,12042,8459
ENSMUSG00000048930.12|Tada3,4801,4656,1699,2670,5188,5467,5316,4624,3592,2861
ENSMUSG00000079426.12|Arpc4,10716,8978,4291,6094,7431,6955,10155,11951,9216,6982
ENSMUSG00000030276.19|Ttll3,251,254,406,515,467,552,323,143,1340,806
ENSMUSG00000051169.14|Rpusd3,887,851,388,619,1546,1772,1015,1022,733,631
ENSMUSG00000107944.1|Gm44280,31,62,133,153,63,85,57,38,316,231
ENSMUSG00000030278.11|Cidec,11,0,6,0,58,36,25,2,5,0
ENSMUSG00000051256.10|Jagn1,2102,2071,2538,3792,3036,3589,2333,2483,5670,4252
ENSMUSG00000043088.16|Il17re,223,268,5,10,54,62,120,83,9,18
ENSMUSG00000030281.16|Il17rc,601,421,74,137,978,986,378,389,305,147
ENSMUSG00000030284.11|Creld1,1542,1472,2261,3374,2340,2339,2256,2151,4878,3599
ENSMUSG00000045009.9|Prrt3,1636,1585,369,435,1538,1662,1183,1338,468,315
ENSMUSG00000107786.1|Gm44232,0,0,2,4,0,0,0,0,8,5
ENSMUSG00000033963.16|Fancd2os,0,12,12,4,25,21,20,14,17,6
ENSMUSG00000030286.6|Emc3,2491,2488,2335,3696,4764,5312,2133,2447,5229,3800
ENSMUSG00000092760.1|Gm23365,1,1,0,0,0,0,0,0,1,1
ENSMUSG00000034023.16|Fancd2,3517,4063,6636,9771,6711,7595,2801,2693,12701,10094
ENSMUSG00000033940.8|Brk1,6199,4678,2892,4478,10335,9836,5648,5979,6162,4895
ENSMUSG00000107937.1|Gm44200,15,8,46,81,8,4,11,0,159,89
ENSMUSG00000107560.1|Gm44199,31,21,106,148,23,20,21,3,262,149
ENSMUSG00000033933.13|Vhl,1279,1267,1015,1446,3908,3929,1021,1087,1866,1602
ENSMUSG00000060477.14|Irak2,922,966,34,29,778,989,1041,880,93,58
ENSMUSG00000107723.1|Gm43964,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106581.1|Mir7042,0,0,5,8,0,0,0,0,13,6
ENSMUSG00000107846.1|Gm43963,5,0,0,0,0,0,0,0,2,4
ENSMUSG00000108024.1|Gm43912,11,5,4,0,4,0,0,17,0,0
ENSMUSG00000056952.13|Tatdn2,4736,4937,2793,4049,4251,4262,3733,4175,4978,4030
ENSMUSG00000064177.8|Ghrl,4,0,93,37,16,8,22,10,221,105
ENSMUSG00000097994.1|Gm26982,180,166,131,164,83,106,112,85,200,222
ENSMUSG00000108154.1|Gm44033,9,6,56,43,5,12,7,3,94,29
ENSMUSG00000108137.1|Gm44053,14,37,151,116,57,3,21,24,256,111
ENSMUSG00000030298.10|Sec13,5705,5600,3294,5023,9451,9027,6528,6642,6538,5240
ENSMUSG00000030302.16|Atp2b2,27,30,119,140,44,41,12,22,61,119
ENSMUSG00000108297.1|Gm44167,0,0,4,0,0,0,0,0,0,0
ENSMUSG00000087053.1|Gm15082,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087083.2|Gm15083,0,0,0,0,7,0,0,0,0,0
ENSMUSG00000030307.8|Slc6a11,23,28,9,39,35,12,4,6,83,35
ENSMUSG00000108186.1|Gm8132,0,0,2,0,0,0,0,0,0,0
ENSMUSG00000030310.10|Slc6a1,185,210,50,48,193,252,284,266,68,45
ENSMUSG00000053004.9|Hrh1,26,32,100,118,5,4,14,13,259,168
ENSMUSG00000030314.16|Atg7,1165,1077,764,1101,1827,1994,1106,1276,1580,1370
ENSMUSG00000107566.1|Gm44332,0,0,0,6,0,0,0,0,16,1
ENSMUSG00000107395.1|Gm44331,0,0,1,10,0,0,0,0,2,0
ENSMUSG00000030315.15|Vgll4,507,714,223,421,883,971,1122,1352,1026,644
ENSMUSG00000107411.1|Gm19040,4,0,42,32,6,6,0,0,81,49
ENSMUSG00000030316.13|Tamm41,1503,1651,1257,1797,3876,3467,2121,2426,2429,2194
ENSMUSG00000009394.13|Syn2,0,29,32,76,12,19,18,17,161,121
ENSMUSG00000107489.1|Gm18325,0,0,0,3,0,0,0,0,0,0
ENSMUSG00000092004.1|Gm17482,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000030317.8|Timp4,20,6,10,52,10,42,6,6,163,174
ENSMUSG00000000440.12|Pparg,66,41,7,4,4,31,79,75,0,4
ENSMUSG00000108141.1|Gm44079,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000107704.1|Gm44082,0,0,0,0,3,0,0,0,9,9
ENSMUSG00000042389.13|Tsen2,1678,1734,854,1414,1790,1553,1883,1884,1250,1182
ENSMUSG00000068011.4|Mkrn2os,14,16,7,29,37,53,7,12,8,9
ENSMUSG00000107949.1|Gm44157,0,0,25,15,3,13,0,0,28,32
ENSMUSG00000000441.17|Raf1,9328,9148,5023,8343,16070,15126,8203,8138,10461,8422
ENSMUSG00000000439.9|Mkrn2,3742,3254,3695,5307,5434,5371,2896,2976,6675,5311
ENSMUSG00000081805.1|Gm14335,18,26,75,94,22,9,7,2,208,74
ENSMUSG00000107994.1|D830050J10Rik,30,29,79,84,53,80,62,89,133,124
ENSMUSG00000059900.14|Tmem40,995,908,5,6,1132,779,438,504,29,11
ENSMUSG00000098477.1|Gm27853,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000099163.1|Mir7660,0,1,4,6,2,3,0,2,8,5
ENSMUSG00000030321.15|Efcab12,77,182,22,32,155,129,254,226,87,57
ENSMUSG00000107429.2|Gm44206,48,87,208,340,26,33,101,91,491,370
ENSMUSG00000030322.12|Mbd4,831,1172,1306,2081,934,1404,995,877,2471,1778
ENSMUSG00000030319.8|Cand2,2315,2491,4549,6997,3213,2849,3026,3822,9136,8322
ENSMUSG00000057841.5|Rpl32,56950,44514,13396,17243,86592,71934,52707,53078,24052,20928
ENSMUSG00000064563.1|Snora7a,2,2,4,6,1,1,4,1,13,8
ENSMUSG00000030323.13|Ift122,869,918,1426,1888,776,775,926,829,2418,2300
ENSMUSG00000030324.8|Rho,17,0,34,70,15,12,15,0,127,89
ENSMUSG00000107548.1|Gm43866,0,0,0,0,0,0,0,0,6,0
ENSMUSG00000030123.15|Plxnd1,542,408,1836,1926,734,682,447,615,4484,2716
ENSMUSG00000030126.17|Tmcc1,9161,9573,2793,3673,12689,10532,9627,10903,5524,4616
ENSMUSG00000092625.2|Gm20404,0,0,0,6,0,0,0,0,17,0
ENSMUSG00000101878.1|Gm8203,0,1,0,0,4,0,0,0,0,0
ENSMUSG00000108030.1|9530062K07Rik,0,0,4,5,28,42,0,0,10,18
ENSMUSG00000024104.11|Fam21,8221,8840,3787,6186,17805,17774,8673,8454,8042,5709
ENSMUSG00000107577.1|Gm44103,501,268,24,94,371,265,277,132,178,103
ENSMUSG00000108273.1|Zfand4,0,36,56,52,0,71,17,46,71,79
ENSMUSG00000042213.15|Zfand4,166,96,152,193,165,261,138,159,307,230
ENSMUSG00000107497.1|Gm32944,12,4,5,0,0,0,0,0,22,3
ENSMUSG00000025702.15|March8,1639,2386,2038,3297,1077,1723,2154,1854,5123,3006
ENSMUSG00000107556.1|Gm44237,0,0,5,17,6,0,0,0,31,2
ENSMUSG00000077758.1|Gm23527,2,0,0,2,0,0,0,0,2,5
ENSMUSG00000025701.12|Alox5,129,122,135,238,51,51,215,198,544,342
ENSMUSG00000053391.4|Olfr211,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000053251.5|Olfr212,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081649.1|Olfr213,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000051046.6|Olfr214,3,0,0,0,0,0,0,0,6,4
ENSMUSG00000107906.1|Gm5580,427,490,5,6,124,102,593,220,13,11
ENSMUSG00000059878.12|Zfp422,459,861,2823,4160,872,1110,857,795,5843,4199
ENSMUSG00000042129.8|Rassf4,111,183,329,635,26,42,156,114,549,415
ENSMUSG00000098334.1|Mir7043,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000048489.12|8430408G22Rik,0,0,0,0,0,0,0,4,11,0
ENSMUSG00000107428.1|Gm44154,17,0,8,15,0,0,0,0,17,3
ENSMUSG00000048108.13|Tmem72,82,122,41,45,33,25,126,44,86,39
ENSMUSG00000061353.11|Cxcl12,250,174,284,704,20,0,543,500,637,251
ENSMUSG00000099869.6|1700030F04Rik,0,0,0,0,0,0,0,0,0,2
ENSMUSG00000104222.1|Gm7292,520,901,4105,5956,634,789,851,1034,8612,7945
ENSMUSG00000059689.14|Zfp637,299,338,468,599,490,431,381,371,664,533
ENSMUSG00000042097.17|Zfp239,394,520,1146,1608,738,970,475,510,1826,1614
ENSMUSG00000042079.13|Hnrnpf,38406,38879,25476,39261,57452,61766,43211,44895,51910,43114
ENSMUSG00000042087.5|4933440N22Rik,182,101,147,229,281,605,201,151,368,216
ENSMUSG00000107608.1|Gm43863,254,238,1005,1199,393,285,237,120,2072,1105
ENSMUSG00000004988.9|Fxyd4,4,9,35,31,10,7,12,0,184,66
ENSMUSG00000093105.1|Gm25535,0,2,1,0,2,0,0,0,1,2
ENSMUSG00000082791.3|Gm4875,50,86,69,51,59,74,43,81,193,135
ENSMUSG00000030134.11|Rasgef1a,218,165,47,122,336,376,245,233,188,45
ENSMUSG00000098583.1|Mir7044,1,0,0,0,0,0,1,0,0,0
ENSMUSG00000077787.1|Gm23908,0,0,0,3,0,0,0,0,1,1
ENSMUSG00000042042.14|Csgalnact2,567,626,547,859,958,1194,477,426,1324,1045
ENSMUSG00000030110.13|Ret,173,100,35,71,232,265,100,162,61,24
ENSMUSG00000030138.8|Bms1,10977,10665,6115,8620,9588,9163,10177,10899,11857,8502
ENSMUSG00000030145.14|Zfp248,290,426,373,669,391,571,311,307,934,705
ENSMUSG00000093079.1|Gm25953,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000072623.6|Zfp9,48,149,8,21,51,68,137,81,119,61
ENSMUSG00000007827.10|Ankrd26,1192,1512,1288,1694,2149,2913,1619,1199,2160,1737
ENSMUSG00000051331.14|Cacna1c,21,25,402,615,21,30,69,66,983,498
ENSMUSG00000100867.1|Gm18981,0,0,3,10,0,0,0,0,4,15
ENSMUSG00000089115.1|Gm25905,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000041477.14|Dcp1b,384,444,774,1181,1000,1125,618,528,1532,1357
ENSMUSG00000041460.14|Cacna2d4,0,0,13,17,17,27,8,0,28,37
ENSMUSG00000055003.14|Lrtm2,0,34,60,74,27,62,26,47,51,97
ENSMUSG00000030168.13|Adipor2,5908,7209,6306,9391,13140,13230,7037,6814,11780,10353
ENSMUSG00000030170.14|Wnt5b,224,183,226,215,385,373,1053,1098,150,187
ENSMUSG00000030019.6|Fbxl14,3152,3998,4449,6495,6002,6424,4610,5044,7904,7049
ENSMUSG00000030172.15|Erc1,3310,3691,6433,10253,7367,7633,3746,4948,14601,11895
ENSMUSG00000108282.1|Gm44317,9,1,14,20,0,5,0,1,41,31
ENSMUSG00000080719.1|Gm15532,2,0,0,0,22,9,0,0,0,0
ENSMUSG00000030166.14|Rad52,450,564,782,1447,905,949,746,378,2147,1128
ENSMUSG00000045962.16|Wnk1,15323,17875,43667,63065,28566,33204,19793,21885,95523,66823
ENSMUSG00000076217.1|Mir706,0,0,1,2,0,0,0,0,4,3
ENSMUSG00000089936.1|Gm16199,2,21,22,34,8,9,5,17,46,28
ENSMUSG00000041377.12|Ninj2,37,3,4,4,77,44,6,24,14,7
ENSMUSG00000095086.1|Gm25327,1,0,4,1,0,0,0,0,2,1
ENSMUSG00000041372.9|B4galnt3,2778,3231,313,528,2838,2931,2101,2493,348,234
ENSMUSG00000097481.1|D330020A13Rik,159,232,16,19,222,263,169,175,12,19
ENSMUSG00000030177.14|Ccdc77,1187,1541,1293,1948,2578,2916,1225,1128,3074,2328
ENSMUSG00000030180.15|Kdm5a,4290,4685,8667,12174,5989,6143,3996,4294,19763,13462
ENSMUSG00000084454.1|Gm24592,0,0,2,2,0,0,0,0,2,3
ENSMUSG00000002897.5|Il17ra,419,551,551,827,938,943,496,534,1082,903
ENSMUSG00000094626.1|Cecr6,3,15,51,66,42,20,16,7,140,107
ENSMUSG00000058979.7|Cecr5,1387,1183,849,1356,3443,3165,1466,1637,1701,1423
ENSMUSG00000093739.1|Gm20692,34,10,15,29,31,17,13,12,56,42
ENSMUSG00000088763.1|Gm24391,1,0,4,3,0,0,1,0,3,1
ENSMUSG00000071226.11|Cecr2,5383,6859,11706,17229,4501,4595,6539,5822,20622,15909
ENSMUSG00000019210.10|Atp6v1e1,6139,5432,3033,4354,6917,6828,5819,5932,6715,4905
ENSMUSG00000093409.1|Gm25193,0,0,2,4,0,6,0,8,6,6
ENSMUSG00000004902.7|Slc25a18,40,7,198,207,41,11,28,22,456,198
ENSMUSG00000004446.12|Bid,2324,2543,1384,2212,5156,5136,2947,3143,2632,2044
ENSMUSG00000108125.1|Gm17812,0,8,6,14,23,12,7,0,13,2
ENSMUSG00000009112.4|Bcl2l13,4192,4682,6312,9803,7700,7540,3922,4649,12292,9915
ENSMUSG00000107971.1|Gm44260,6,11,65,153,4,26,10,3,179,81
ENSMUSG00000108232.1|Gm43916,0,6,18,5,5,0,0,0,3,3
ENSMUSG00000051586.15|Mical3,2504,2474,4451,6191,5235,5735,2665,2770,8109,6525
ENSMUSG00000108171.1|Gm43915,0,7,34,50,20,5,0,0,71,47
ENSMUSG00000097011.2|Gm4651,4,0,4,12,0,10,0,0,59,15
ENSMUSG00000108096.1|Minpp1-ps,0,0,0,0,2,0,0,0,2,0
ENSMUSG00000067825.11|Pex26,673,893,386,548,1705,1901,882,805,601,446
ENSMUSG00000107915.1|Gm44014,3,1,5,6,0,24,0,0,11,10
ENSMUSG00000030137.8|Tuba8,101,74,13,14,19,16,71,77,26,52
ENSMUSG00000086527.1|Gm15856,5,0,0,0,0,0,0,0,3,0
ENSMUSG00000030107.10|Usp18,39,9,21,46,3,6,27,60,76,83
ENSMUSG00000107736.1|Gm44148,2,0,0,0,0,0,3,0,0,0
ENSMUSG00000030108.14|Slc6a13,123,75,33,66,0,4,44,52,47,55
ENSMUSG00000078042.1|Gm24855,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000030109.15|Slc6a12,25,9,2,0,0,11,38,19,0,2
ENSMUSG00000040797.16|Iqsec3,16,0,6,45,31,27,15,10,63,44
ENSMUSG00000030111.9|A2m,74,96,52,281,880,1015,320,295,336,573
ENSMUSG00000108183.1|Gm44227,1,0,4,0,0,0,5,0,4,0
ENSMUSG00000007458.14|M6pr,10516,9505,7227,10493,15133,14839,9758,9235,13435,11132
ENSMUSG00000040669.14|Phc1,24360,23537,46706,70368,27430,29794,25543,25568,91135,67669
ENSMUSG00000040657.3|1700063H04Rik,4,6,11,46,18,35,65,22,19,19
ENSMUSG00000107506.1|Gm19254,3,0,0,0,0,0,0,0,0,0
ENSMUSG00000040649.15|Rimklb,2956,3279,1857,2698,3286,3877,2854,2680,3604,2997
ENSMUSG00000055093.10|Gm8430,6655,1586,611,778,1376,3716,1356,3817,1164,829
ENSMUSG00000030116.14|Mfap5,119,103,0,17,100,97,115,95,17,20
ENSMUSG00000090192.1|Gm16556,0,0,0,0,0,0,6,0,0,4
ENSMUSG00000090044.1|Gm16557,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000089931.1|Gm8459,0,0,0,0,4,0,0,4,0,1
ENSMUSG00000040627.14|Aicda,18,10,12,16,10,17,31,12,6,11
ENSMUSG00000040613.14|Apobec1,269,187,102,259,626,642,182,115,793,854
ENSMUSG00000030117.5|Gdf3,6468,6174,0,15,7422,7067,6493,6409,32,22
ENSMUSG00000065721.1|Gm26168,2,0,2,2,0,0,0,0,1,1
ENSMUSG00000046323.8|Dppa3,4918,4859,0,0,105,113,4117,3379,0,9
ENSMUSG00000012396.12|Nanog,20641,28434,10545,17228,29994,34966,36156,33570,18125,18752
ENSMUSG00000072789.4|Gm10420,548,575,1382,1870,1023,641,590,973,2508,1813
ENSMUSG00000080932.3|Gm10224,10,41,18,47,52,66,15,16,34,28
ENSMUSG00000003153.10|Slc2a3,69551,81023,51766,93632,126997,136800,116647,124276,98846,117907
ENSMUSG00000107066.2|Gm4482,188,106,52,38,183,200,88,87,86,75
ENSMUSG00000107868.1|Gm5112,22,49,126,190,50,66,59,39,345,196
ENSMUSG00000003154.15|Foxj2,804,857,2840,4083,1200,1308,779,956,4934,4414
ENSMUSG00000097635.2|Gm26826,4,5,121,125,5,0,0,0,225,108
ENSMUSG00000106580.1|Mir7231,1,1,1,2,1,1,1,1,6,1
ENSMUSG00000040552.8|C3ar1,8,0,0,3,21,10,0,4,0,5
ENSMUSG00000030327.8|Necap1,4119,4335,4366,6264,8098,8736,4328,3859,9468,7132
ENSMUSG00000049249.2|Gm5316,6,0,19,40,12,0,0,0,38,30
ENSMUSG00000059639.2|Clec4a4,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000030147.12|Clec4b1,0,0,2,0,0,0,0,0,0,0
ENSMUSG00000030148.15|Clec4a2,8,20,0,0,0,20,0,0,0,0
ENSMUSG00000108212.1|Gm44132,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000030142.10|Clec4e,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094672.1|Vmn2r25,0,0,0,0,0,0,0,0,5,0
